"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"nor","18.25","20.40","23.10","130.4K","174.0K","-7.9%","-8.4%","558.9M","27.4M","24.4M","1.27","6.22%","13.99","2.04","0.36","252.97","3.56","1.46","9.99","0.08","5.99B","83.0M","48.3M","-1.6%","-0.7%","Dec 31","none","-3.51%","14.93%","0.82","4.12","84.5M","754.0K","3.1%","1.04M","3.48","217.0K"
