"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"sal","17.938","23.60","24.25","-0.22","409","0","+29.3%","+49.3%","33.7M","1.43M","1.30M","0.84","3.56%","none","16.08","2.10","0.56","none","4.08","1.47","11.22","none","none","none","3.02M","none","Dec 31","none","none","1.24%","13.45%","none","0","0","0","0","0"
