"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"eno","3.40","5.60","14.25","1,591","0","-22.8%","-14.5%","349.6M","62.4M","43.7M","none","none","3.85","none","-1.68","none","1.32","1.46","none","none","none","149.0M","-105.6M","none","4.9%","Sep 30","none","none","none","-43.95%","1.56","3.26","39.4M","4,000","0.0%","16.0K","2.00","2,000","4"
