"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"hii","0.25","0.25","2.70","1.24","1,091","1,000","-73.3%","-69.2%","341.0K","1.36M","1.00M","none","-2.90","-16.76","-1.51","none","0.16","none","none","none","none","-12.2M","-20.0M","none","none","Dec 31","none","none","-78.92%","-2923.93%","1.09","none","0","0","0","0"
