"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"inmry","8.75","21.03","21.70","-0.11","1,136","2,000","+100.3%","+131.2%","252.1M","12.0M","10.9M","none","35.23","7.25","3.06","87.63","1.51","0.60","2.90","0.24","909.5M","104.2M","67.2M","7.4%","10.4%","Dec 31","none","none","8.06%","16.31%","1.79","0","18.2M","17.0K","0.2%","2,000","8.50","2,000","2"
