"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"pnfp","4.00","8.05","9.00","2,000","4,000","+13.0%","+30.4%","18.6M","2.31M","1.90M","none","none","8.73","-2.23","-0.34","2.22","none","0.92","none","3.62","4.25M","none","-4.26M","none","Dec 31","none","-5.98%","-27.36%","none","0","none","none"
