"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tza","3.60","5.66","11.438","2.35","380.2K","204.0K","-44.8%","-36.3%","1.06B","186.5M","54.1M","none","none","2.31","0.37","0.03","3.56","0.67","2.44","15.30","1.59","619.2M","232.6M","62.1M","10.0%","29.1%","Dec 31","none","none","3.36%","15.80%","4.23","1.49","0","1.69M","3.1%","476.0K","4.54","373.0K","48"
