"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"gsft.ob","0.56","0.68","2.45","27.7K","24.0K","-67.5%","-64.0%","10.7M","15.7M","5.00M","none","none","0.28","-0.02","-0.01","none","0.03","2.45","none","none","none","-93.0K","-172.0K","none","-4.0%","Mar 31","none","none","-2.55%","-4.60%","2.27","0.38","0","none"
