"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mcls","0.83","1.25","5.28","23.4K","15.0K","-52.7%","-47.6%","33.3M","26.6M","9.90M","none","none","1.04","-2.58","-1.55","0.83","0.33","1.20","none","1.50","20.3M","-53.8M","-61.6M","none","none","Dec 31","none","-57.04%","-113.39%","2.31","0.53","8.71M","0","0","31.0K"
