"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cert","1.07","1.93","25.25","102.9K","309.0K","-88.6%","-86.8%","60.6M","31.4M","27.0M","none","2.08","-2.72","-0.74","0.71","1.06","0.93","none","2.73","20.5M","-55.6M","-80.7M","none","none","Apr 30","none","none","-86.01%","-100.99%","2.96","0","28.9M","112.0K","0.4%","85.0K","1.65","68.0K"
