"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"rtoky.ob","13.125","18.00","19.00","0.08","12.3K","16.0K","+28.0%","+47.7%","7.50B","416.5M","412.4M","none","-1.78","0.84","0.46","7.68","0.93","none","21.40","2.34","3.75B","850.8M","407.0M","10.9%","16.4%","Dec 31","none","15.10%","none","0.81","none","386.3M","none","1"
