"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"mobl.ob","4.00","4.00","790.00","118.4K","18.0K","-88.9%","-88.9%","300.0K","75.0K","7,000","none","-5.80","-24.20","-6.90","none","0.08","none","none","none","0","-1.47M","-1.47M","none","none","Mar 31","none","-48933.33%","none","0.01","none","6,000","none"
