"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"exjf","20.50","26.13","28.00","1,000","2,000","+4.5%","+20.6%","74.6M","2.85M","2.30M","0.76","2.91%","none","27.50","2.22","0.62","17.69","7.04","0.95","11.77","1.48","50.8M","none","6.37M","12.5%","Dec 31","none","0.87%","8.44%","none","0.02","20.1M","0","0","1,000"
